neighbourhood_cleansed,number_of_hosts,number_of_reviews
Prenzlauer Berg SÃ¼dwest,"[     3718     33852     71331    910884    964971    179110    218479
   1250154    485838    422837   1303212   2035424    286494   2183595
   1575292   1641549   1293030   2547002   3863484   3785472   3805354
   4391035   6124221   5483335   5529386   5607402   6584336   5956270
   5692471   3491162   7135458   8959153   1500683   9570066    201936
   3235211   5001886  10400858    584179  10559214   1805616   8792782
     15115  15428277   4508459  10743331  17512440  17133550  17664754
  18790851   4146739  13638049  19830051   6940392  20104263   2213775
  21162438  23643175   3888720  10617873  22476532  25538842  24434072
  27992532  29083816   1322237  28489650  25981777  29785703  21368339
  31707416   6944715    698575   3053205   7358286   1500996   5528072
  19163864  15359026  39742971   2670030    269771  20840341  41356834
   1442207  24897308  42350439  11904303  45152962   3709344  46640381
  45988375   2445414  46136643   1435273  19336587  35120640  50798217
  43047137  51817833   8488840  52933591   5858480  15341612  58989886
  55150317  60449205   4381747  64166708  64423499  65025515  65843690
   3727688  68872153   4075547   1427952  29746785  78111941  20986415
    756801   3980676   3560164   2299948  85369900   1305644  59138020
   8851593  37228133  91652810  57305253   9835745  18865761  95162612
   4108700 105997846    704463   3169962   3125903  23786017  40132891
  38214738  57233161 113948373  22090214  70443866 116730708   4892335
  44868519   1765249  80647411 122389443 125519764    676296   5541908
   3077149 131184702 133513514  16677569    632174  18454600  10112027
 138592590  10331479  30145832  82710409 143885714   8157385   4595327
  53477610    553892  73000854   8407952 151281639 155733596    720423
 109347840 157528531  13036089  28236835   6839048  84673308  47397164
  53449782 165484955 164600208  83320139   1810356   5856992 169053986
  15132751  45529243     98237 160338519  53454109  61914374  16949444
  11516981  22276081 177714942 115480958 154028156   3163439 191049220
 192337343 193611541 198349095   8583050  76496879  30594805 211505567
 181742117  75774649 200753080  61300139   6444753  34430690  42152805
 222673220   3183173 226976247 227034714  18906856    151200   2647295
 229439059   2470260   4942666  45273793   1943469 122990421  45903660
   5476245 242476070  48858677 162772598   5826427   7763213   9843584
  19303940 233918696  16280732    882961  21921518 124249392   2170462
  57375609  38167543 140452065  72554641  98629301   6913255 272665773
  12049292   2904275 225339158 163591573   6522168  39681803  24098475
 275746541 290919059  22453651  21606050  34874138 297631364 278539159
  49908413 301314838   3003519  46566344 305217612 302243245 307885544
 271235180  55220015 304605514 301212132   3743292  26152106 175980680
  86895618  20500981   2525781 138694839   1210739 326926944  28765855
 167881332 162227647    512909 148039466     12360  13943533  66880953
  33561973  22399141  27573091 107764182 212558982 362170432 163315280
 372610941  78387405 373493521 384672418  33027613 385342429 301187250
 390059085  16826761 143278044   3692158  76817387 410612934 318912597
   3196464   3946797   5951584 346149171  42743763 398473256  18183506
   6189890  12530637 425836534 435070801  14184748 439210331 438513826
 174136994 131595925   3646794   3634831 254085494 434485440 171661319
  27159217   7234493 436934186 443418709 145924089   8621857 474310823
 477866067 149475451]",20200
Rahnsdorf/Hessenwinkel,"[ 10287456   2571986  11945559  30352134  67575589 114808337 115174454
 150107423  98367033 155094795 101546255 260969264 349631257 357394405
 242573496 385224194  61227811 231082199 228560713 478372144   5844614
  30186929 406743464 228266522  67697339 305730579 160950870  12996513
 213488947 462201801 338314969 166816654  13569320 114000452  67087315
  14799124 145344047 236756735  44988534   7801406 182558424 356280270
 154191012  80396387  37571403  21218828  87267772 185432505]",2130
Regierungsviertel,"[   161823    249501   1289259   1023063   6952208   9502796  12755545
  12671652   8987718  16427188  15781514   4876365  20864066   8938784
  28348654  14280205  32607161  34212701  35546961  36369816  30303817
   6694682   5409564  22926616  49472627   4032095   1843138   3574758
  23904144    317464   1205458  28989293   1194258  84748525   8928112
  88863554  90964241  95007240  64166708  35400575   1199044   1315189
  45569143  46357364   2431409 137500445  62015907  42886938 134703376
  82730752  33446237  51680143  54391982 159938913 102979040  67891464
  66612202 171261181  96841510 132391283 195649983  20388548 214403628
 156046558  63463003 223679612  78493498 174608579 241946091  50523833
 124806366 252517578  38862418  29017632 307128293  18238569  76641332
 341515473  19982320 350473296   3846051 184636927 381323865  12851065
  16472922  50673335 392212504   8311430   3455390 408561448 238030351
 238029336 380555271 444576028  42762548 404503078 381542811 153105263
 459608293 462618728 421226422  19449434 108790695 449692327 476323436
 109117311]",9492
ReuterstraÃe,"[    68997    893191   1221935   1341919    853446   2041933   2517631
   2900624   3358638   3082812   2426083   4116607   1413370   3465962
   3339272   6053172   4822278   4647121   8488193   3460831   8684845
   3639736   4561657   9313532   1156521  10102095  10141438  10155960
   5722004   2178724  10307606  10696403   2277423  11471194  12251125
  11725933   1475071  12976307  13143591  14067933   1725065  17137120
   3251690  19132204   9105516  19671065  20145377  20435611  20006585
  20424648   6156867  21178955   7870973  13220307  22019738  22355971
  12837915  22640091  21163967  21772502  23709188  16033428   3839741
  23934118   4856060  24038270  22578786   6776410  23701956  18124387
   4873725  19447874  24869521   4411468  13497257  26293809  19056175
  25561949  26737027  25398236   9997627   6044723  27658560   3632087
  24028010  28629633   7743615  20510377   5200565  24977992  28762158
  29885403  30513815  16847831  30552540   2899699  30203050  30888632
  30895485  17488394  21355063  31683132  33337866  32838295   8069588
  35130445  17901978   8205525  35373901  35413428  34821755   4666466
  24876227   6636003   7040329  36516684  35848962   6484975   4074523
  38239738  39269465  39571746  39695109   3224742  39329197  40181949
  39996875   7102412  33889327  18641126  40942794  41029683  41905769
  42044906  41700664   4604291  41724536  18460895  42450550  42964366
  42782522  43094644  43438099  43586355  44376821  43617459  12325333
  44668946  43920655   2436760  10269953  45729642   1504247   1474879
  47402784  12469994  47580317  10449338  19916716   2557505  24059884
  21996398   6233753  48388688  18278034  50637258   3374056   5307516
  50011456  50259108  38029953   1275864  44696672  24689787  51795836
  33345569   4486672     86173  55282143   4269574  56016871  56584911
   1902589  43853738  57704817   2958863  59933257  59878861   9608356
  15914720  14348964   1398628     84157   2879806   5817900  62794429
  63059658  64199234   2057801  64283028  64513223  50792170  62819516
   7394457  22579359  65350610  14107272   7976555   5093585   8447355
   3650126  70104940  11512922    992535  54292499  70009491  22706480
  74165726  39069560  23775357  55963418  20600329  80616892   6811053
  15895656  82030459  63055259  84422947  85086022   4231031   5368594
   6711612    394381  81291180  32281055  88647181  86956725  42101625
  93500732  86857088   3450247  21548668  65783713  60496890   1153297
 106234218  15516062   9867523 107364269  10802317  40516760    228016
 108248853  19053894  54600196 111146515  36228447 119080263 101972881
  96764870  40508122 118019190 118519856  15436178 118626283 118883573
  10783994  42046007 124094665  26838123   1260005  15506870  23665064
 128857200 127402646  13072011 128116843 112098247 109838639   6348024
  58229083   5255929  46837469 131658946  70952834  20505643  62632935
 134377307   3064453  14468563   4728083   9413234   6842515  18045830
 138287361 140110384  26834655   3075994 114485772   3007549  50720713
  11331584  16416782  38354990 124104284 144219167 139477313  71113592
 111169906  48235962 143161292 114214057 146852988  30838354   2295563
 132186836 148772147  41734728   3809017  95538843  28802773 151865812
  92272886   6331662 154459928 124263862   1613303 151876378  23936768
 159181918 159321901  16154922 159581441  86870072  36258305 161137873
   6667247   9404220  32739161  51107633  31591181  86089359  25781325
   5129957  31019964  21585618  14750404   9936570 169274328  27353417
  51402378 112840196   6631719  19172940  92417014  18855893   6914386
   8754890  69422661 180902435 182032984   5183353  11789937 187045688
  67392939 187861873 188372797  17150424  83751457 161686029  22600809
   9076671   7692781   5595570   4737495 143660348 194858741    235351
 194930255 193814759  75877577 141099389 195748609  17294522 196709080
 198061260  88673696 150945669 123920306 187653504   5458455  12288303
 214803461   5142403   3846301  31583108 217262525  44139855 216545166
  96927492  20391482   6889725  45133591   6350740   8377378  49881465
  49765839 227835898 177537291  52913342 231768189  45352166 234800552
  21085445  14086184  17965582 111495545 120632106 112393821  21779642
   4890623   4894189  16114747   2875389    934287 245273297  35121227
 135821129 105554100   8768401  50549834  55799917  58319595 244346619
  31109847  24330299  17993476  68344334 122934717  33139418  28668688
 117675056  37651975 151945185  27902189 193831106  87354621 271262936
  91238115 271536602  31647879  72119321 273334779  20718415   2728112
   1259589   6204418  30919129  43722604  73542338  37775485   7772829
 283607198   3934334 267525825  96908390 256278556  20362806 297860344
  36892410 301546990  87248928  81059378  41791537   9324672 250463009
   1345233 305419758  32885341 259418649  87013585   3702482  20193180
  51948404 311816178  10065962 269810192 316059887 214841261 214951099
  70300971  22140493 274596433 166227698 325537173  28248924 248696847
   1194570 182761408  41931389  19616016  28546021 339135580  89000188
  32479956   4072594  47120621  43358860 104656266   2954530  31575226
  98962083   8606483   5832948  12330113  14227798  25971910  11831729
  62399154 201748463  20243581 284301469 145952587  23995661   7215434
  14349009  99320940   3338724  65129667  10009936 362089937  11674720
  68820574   5121658  54250758 386599122 381695091 245134540  40271389
   2443763   8500576 103359088   8710651 155937178 250648735  20353636
 149671400   7390327   3173491 404187353  21079482 388266573  39330756
 403031789    295111    108391 406203380 107584054  18343728 334677618
  19181084 340148818   9641426 422953681 345525147   8175969  19327170
 386869190  14285267 107768245 311166950 440666160 443236702 452485090
  20639650  17436101   3739229  75058140  91594589   8283551  95988097
  80280382  27898449  30821530 291259294 463282497   2446562 420135257
   4897048  26822598    870549  22005819  56295293  22806729 134444850
   4045985  73558278 474765872 477657670  26198188   3383495]",11390
Rixdorf,"[  1235874    775103   2041077   1482815   1968246    708304   3268804
   2468015   4076626   1316194   4290185   4305175   4356102   7106671
   6870892   8122393   8908120   9994296   8909678  12438581  11717323
   7822054  13036940  13129744  15994970  15728531  16735998  16775003
  16985784  10525203  18377854   8560501  10065962   6549867  16934464
  18993413  18277032  18865584  21317733  21437927   4931186  15369784
  21306569  22601158   1650147   7472960   7249597  23827133  24068599
  23338502  24374635   3088623  24456826  23567289  24933899  24942482
  25000630   6593941  25392798  25395752  11418916  27143685  27067659
  22692037  28532168  30701537  30864303  10198755  32190138   8460213
  32401760  32555978   1927809  32827789  33708568  33144827  21691025
  18239210   3587965  34846299  35807107  36027840  29810113    590973
    674978  37870046  21148429  38382948   4116543  39441317   2346244
  39906892  39924091  20021987  13725483  40595512  41170062  40116408
   7714675  10108425  40947775  39995139  32526116  41524088   7874854
  42751688  42826266  43199378  16322956  43865666  40957972  42380726
  45392170  29400319  46854651   8448770  47690727  48242833   9988160
   2596064  48563928  13628202  43094644  49721186  21475228  20795985
  49812588   5005413  49941234  14637588  50796551  22358988  50197206
   5341934   6719262   4942409  26193350  51948019  52028112  41613056
  17952659  54224455   7982625  55367578  27043655  27690356  56322931
   6231480  25227870   1134062  60371337  61629010   5600476  24689787
  27633298   9405223  62136209  45642183  44375747  64754253  11789937
   2837924  44330617  74580038   8589425  38783931  75049576  77261793
  64027411  80410216  42687196  81311399  26574508    498957  20393670
  22289996  52913342  77890643  28342471  21021386  57438376   9741799
  16288216   7905210   2122088   7541984  60892502 102081272  10401112
  89569108 111567005  24886213  15435401  29259719   7179481 116569950
  70945062 119755949  96014025 120854130  16269940 121851646 124421999
  45882986  20501333  91874684 311128821   7163857 124236738  35401695
 126438109   4441470 109015106  10416411  50382442 130606116 130745473
  37565095   1977531   4622180   8428677  67724711  36566721   4222180
   3075994 119948191   2245764  16803915   2491785   5889788 134115755
 140276377 140734566  46359595 142377055 120685899 141537739   8000009
   2647215  15896555  82060224 105120418 144324303   2134217  18104346
  22128708  32190123  19385058   9075143 133962830   8677751  57819829
   6381968  42997060 128980228 145109679  62121792 155387306 101815608
 158460764   4322768 161596791   9508039  17915072  10792311  57876362
   9837554 171315686 174320959   3786239  53194897  12503130 176045432
  35087981  20766230  51414448  39234951 180902499 110586868 143662647
  37580772  64325682  83307800  16096955  41153328 108035176   7388070
 100889077 195136536   3188892   6804050  17544880 199794458  89501707
 104445697 168680858  21672192 152439926   6993550   8687701  59030997
 190149131 152669366 163829916   5511683  24931189  11779956  35366599
  24299707  80212545 208645599  13879359  17907143  37252864  76794713
 217529245 214971466   4305711  90645382  91816895  14396502   6073146
 131866575  23538739 229976316  11286710  22366303  10444830   7261024
  41125067  13961102  54093691   9309595   8486230   6366832   2551837
   3088389 238342312  17510449  22082886 183409490  68430468  21178857
 246126296 244300136  23856331 253470504 254002911 205752377 259604247
   1424914  26899243  11199373 235194470 118883573   2780635  10392746
 249913966  38143966  22161784  19192479  24799620 201457320 223670741
 232083887 137023784  36506009  60901964 116235208 122901718  94696226
 223702661  97370913 250490126 286851688   4932552   7954755   6106940
 125019349 133893786  10521317   4497511 295623062 294528581  20963319
 297837039 123699355  46163740 297447927 301299961 298960203 303823164
 126708491  21803389  66352019 310484485  73471787 314470278 313833580
 221325581    977216  40670402  12141370  23893316 324282747  39032040
  28921910 190998588   3021056  21345414  72471738 273540150  28511583
 302563378  24059327 338271531 218056981 338717417  71626260   5445544
 340743547   2933545   2569814 138341294 354718862  84554564  35141127
   7049251 360705763  70921239  27872884   8613508   3548424  36018558
 115303749  42400591  23772603   7496038  25684769  89483511   6872516
  63371290  17216268 119827322  21859509   2590654 115790786   7769957
  67635547  84112678   2851955 373659002  88857361  27952946  11131615
  31220470 175463482   4199149 132744251  27986297   6657133 180982594
  20892092 460530224   6844857  48282133   3765541 462665758 461883012
  36736480  39579967  37925955]",8388
Rudow,"[  1009105   1409188   2877505  22975945  10882737  55907695  64267999
  42990588 454978119 141850184 125134689 183548929 206176712 125284533
 242128703  13914268 280631274 290768525  88887905 102681912 126399829
   5059055 116200754  15188105  40686579  49686007]",1740
Rummelsburger Bucht,"[ 10549554  21369171  37062270  25257633  51508677  94186853  28114748
  15089977 135968870  62534189 166052942  29269984 212853002  16452363
 155791747 220193495 273032977  10120437 276230451 219411816 316803972
 259262897  48494537 113091880  91461530 282094362  32916140   3079136
 392467112   7862344 112896161 432155988  13831326  86921203   6518882
 475085172]",1152
Schillerpromenade,"[   696492   2415122   2446178   1994169   2922816   2615665   2746801
   2756126   4183739   3258844   5748615   7304784   7824258   1740722
   8275595   8628147   8320198   4018258   6841431  10506886  11058197
  13035901  13987784   3556191  15841765  15930149  16373595  15629732
   5015590   1636827  18539225   5941408  18198728  18952840  19610820
  19553398  19959089  13095060   3467767  21762764  22364564  23452970
  16412009  15753705  20205918   8024037  12298014  26202529   2966834
  26567168  25257208  27263622   6029552  17770355    337396  29261605
   1483874   4340160  29733853  10810717  12577378  12800691  18393624
   4902972  31073542  31268003  28074836   4356102   8840254   4383856
  17158093   7587185   8898252  34914724  35883283   8196435  37597432
  37653325  11484990   8528145   6246883   5058997   3010412  40141747
  40657365  40761241  40870381   9557481   8275693   6985688  29522573
  42370054  42904836  21177102  42588077  42517224  16346561  42649960
  44510867  13005761   1831770  16876647   7631450  42465270  12687436
   2468015  21472517  49805293  50649075  51048394   1591956  52622613
  54450641  27655277  21488682  58083308  57341996   1560984  26698749
  60826363  21581793  62726733   2158214  10505537  10051374  23818663
  10316037  71126388  57020742  66015838  21388195  80714211  33270660
  82473711   6189019  34439954  85804457  86023236  27148260   4908062
  93865825  20504718  46018761   2596448 101502659  14222309  27467500
  12380842   4097958   5373465    353789 111726407  10500097   7259521
 115175005    909226   3902377  34797363  23864116   5383857   3634179
   2864284  10579507  13804431 128119569   7388070  68622662  97743439
 130902643 131307982 133134456  32107742   3015982  11482966    877408
 100078590 114215033   7299364  93698703   2744915  78997846  63899190
 147962405 149107378 120128996  41602451 151249828   6757487  33965000
  51371172  32007041 156284295   9378961  19080417 112635652  17682045
 125281978   8486798 122559748  94155228  99737092  27693041 167862035
  36722593   1452254 142369976  16701479  30826113 172469771  13779063
 175865207  51790334  51776727 178567571 183881123 186902057  85121221
  68992345 175081501  13481681 127032368 118232287  18463959 185131977
  26722212  20973364  56573811   7641518 117446866   4466876 137534455
 204265055 212782483 111816177 218817177   1836806  64708663 222565622
  91538706  10107348   5455895  12831548   5488035 229379445 229742535
  17700203  12377060 187451083 235032226 236040912 138658157   6004144
  16747978  23363097 238293580   3186901  20720860  40451869 246731979
 247436929   7475147  79703073  40255961 251495116  96798560 256762224
 259149815 259575893  55867725  18569702  58476303  27251220   7024580
 106093827  12902084  11499225 267620192 268176715  29244186  26836482
  70643670 223098376  33117159  43056286 280292266 123554323   2902000
 282743044  11963556  39453205 292174713   1195936   1569420 167572635
  31713048  26238406 221733916 140425948  83443733 308066249  20705098
   6748543 150936032 310916368 311708070   7452832 316093711   7123850
   4650893  68980325  37023088  24247225  12510463 156869645  14133079
 327117455  58988589 327422254 126421144  59927929  74848691  69998127
  30788062 338496609 102591202  32743333  32851183  12293343   1300595
 345525147 346430661  32374841 159614605  95369593  45962440 171602108
  27258944 105709794  14223722 372887082 221885061 302897727  13501540
 391776846 201049868  20922433 403193003  26488105  56188476  38901699
 270596134  26402584  93624841  11999631   3809046  22773705  79325511
  70989272  16817286 246148617 213686056  26203518 263403354   7977414
 425697240 277027924  15502577 110999996 311166950    137751  72824421
   8760567  14862080  14826446 448871554  22926443 456961301  11571840
  25940867   6129972   4026038  66149511 235653278 465655476 465688597
  93589788 317711352  39307949   2505565  27089408 279641762  67552255
 373841432]",8443
SchloÃ Charlottenburg,"[  6345039  10669110  10627013  12602554  13715600  16166189  24443968
  27301742  17552469    544343  31659515  34868602  35760401  11059620
  39488064  39924277  50203920  51906700  58152822  27198290  10466662
  63838688  72688639  80837749  79781318  81816312    145583   6350335
  67016434  89268468 119577758  56854091 127354227 141807223 143887135
  87782753 150945043 155105708  10799347 147416475 168176867  87490495
  35637358   3557528  17151105  18181974 212590330  11209321  15171488
 224005802   2901026 103647871 186559720   1885286   2736624 266952435
 244384153 128759029 288758243  14197802 301625776  13121889 273704413
 190265660 116736663 322187248 324016157  89979907 340129312 339625555
  31318613  29250888 362163824  19213001  25499343  48455688 379706794
 225133967 116125052 417699288 248719807   4520340 290992825 439357842
 160281288 448894448 471350132 119070635]",4780
SchloÃstr.,"[   560812   6114058  10098280   5390033  16772365  21458539   2305159
  51894996  12509627  63093722  36021182  71553253  25124017 101858481
   5154514 145171768 160545973 130011593 158583764 192352278 126138928
  39257044  19097445 283970079 214941388 147260904 275252903  56812807
 304040399 137855943   6829764 316069893 115907658 108025548    201786
 193086688 160050727 398597398  13196090 409484452  52085767 464057915
 472073658]",1027
Schmargendorf,"[   437628   4050148   9787640  45160095 132019649 113591223 130804613
 148315489 128338792 153293311 197968020 128999697 278165220  42665776
 162917359  10620372 137948494 300044803 435098827 157455935  74608648
 479160817]",510
SchmÃ¶ckwitz/Karolinenhof/Rauchfangswerder,"[  2677541  11973365  21281171 161525311  22847371 221370552 266066667
 266817943 268929085 275245040 365715215    972575 354287057 267118657
 349757452 119163160 270230361  36734250 166241031   3044214   3579991
  22324208 159306355  45261420 141539709 345440550 385224194 445063513
 452116425   2288567 270224489 469763990 353529535  91005430  37033997
 382847922 340989604  53942334  13488728    220321  56430530]",1318
SchÃ¶neberg-Nord,"[     4108    898345    159734   1210839    662534   1310272   1394961
   1602903   2368302   1026735   2847303    308441   3337306   3886037
   3595382   3938410   3585183   5346130   1152490   3171163   8213234
    171057   9764199  10840349    145583   3236188   9885123  12314928
   2998053  20760196  19971885   6657704  13783177  20646803  23809588
  26347897  25300361  10376390  29336968  24337638 110817048  30893953
  34299847  15606243  34755334  23137360   8601560  38392225  37314365
  39328517  28497746  39727376  31164793  40784796  27750519  42577792
   4639836   5679605  18457343   3706401  42233403   4651905  50183407
  17765075  53684639  54113594  25470108  45362991  55398739  11009595
  56496920   1875364  17997010   6762020  42963996  21158428  35615312
  16817592  32115967  63838688  64071487  14428265   7821233   1452057
  15993621   9983495  81123292  82232269  12138198  86086008   2262593
  88441274  95091425  96702548   1310866   1790377  96146863  73697763
  86973082   4003960  31129103   1338050  13362338  46279782  18657804
  47456791 121671653   1717834 133606335  20546225   4699707   2877982
  50277358  22219389   3706957  35285008 137684052    662565   1662533
   9361218 134836864  32042442 146309690  27827029 103944871 148246039
  78606563 149281575  43178346  37394021   5597128  72265204 159921408
  85296462 161264668 115768053 167377690 168290064 109093927  30198172
  95801615 180081155 109142345 105795118   6347549  94458347  86324450
  98159395 199190869 197716584 200347806  26486052  84842965   3545144
   1657289 210291317 210523149    312427 121188970 213278089 215178674
 217706736 219587159  88017688 158982787 239914396  41016354  32099674
 239752574  56876031 247071736  15249629   7954994 250865735 253607769
 259423623 161867560  37811933 262362133 132373045 265635773 266724394
 267616510   4002005  76640350 274449171  20338370 231617186  87803428
  30270794   5534741 129411749 293078385  60981090 291062397 282866182
  28166231 185462358   6368527 106992370   8549588  91948236 307093950
  23101703 185130665 159639261  28347554 316724542  20207318  18600977
   2550020  49566100 330807863 336010119  91647626  11774953   7713959
 347131802 347527220   6873510  44638848 147262098  51885813  25400039
   7141108 345247762   6551626 130862348 338748013   3657022 250870384
   9024835 364655610 373476835 383320258  24790861 284974503 290026890
 201720555  37140426 405815858 229216907 415692090 398550056  36767448
 421355187   6019615  66790876 131078807 169039146  70445187  76954154
   8409927 435186074 433258589  51251225  28020845 119307421  20388548
 462932327   2408837 434485440  15717280 103717333  37295091  42106427
 476325307]",14053
SchÃ¶neberg-SÃ¼d,"[   712073   1310866    386940    839532   1673681   2494425    472567
   2621923   3021382   3379392   4654308   1332388   4597640   6124361
   4198616   6334003   8542932   8340149   3944006   9611782   9800961
  10986253  10599958   9830396   3177278  17160562  14045746   7612325
  18267013  19550738  19620778  20882412  20549237  21470915  22314657
   1179530   3833338  22981747  25504810  27341594  30489194  32209777
   3315203  37897095  16320372   8325755  39895198  16101198  16217383
  41741297  43257754  43414352  43516924  15034437   6875017  21721626
  44182516   6578218  46285756  17702404  23027366  51667677  37113083
  43370113  23057711  49432458   9870487  61209463  57173681   2575230
   2108684  61506911   9266888  64952697  28086536  66589507  68606751
  25780372  40461699  59795743  77485760  77514719  47080687  54828299
    112168  84542331  15708564  84089104  87526289  13404637   2139133
  88289316   8593614 101104755 105495015  39257044 105320391  63939200
  21610506   7375828  36986375  44227999 107627069 107661921 108543294
  23464761 110441141  95420999  95631946   3760064 113010563 103589186
  61651399  70739674  83514557   4158304   9105896   1118722  89652242
  20475915  27687470 130402631  25818415  13239053  26673919  16208374
 134660693  53843329 136592624  32342011  14709761 137139897  29261436
  57614831 140044723 121210068 141569739 100741497    248690 140756304
  25986482 133528978 145638315  18647552  53404947 149280376  63383390
  12666186 153496416 153916708  66015838  25092314 116472256 156632337
    508291 149512212  55642741   5780327 163128125 166631548  43474796
 169653605 170432867  44100369   8792609 171777167 172690444 173208768
  32211110  31867017 177597446 155105708   1280215 101026863  39564477
  19692963  92405156  76148857 169998526   6010003  37082372  84650003
  15868601  26431814 200794512   2469266  98198359 202695467   4142348
  21867288   3017491  77695541  11057537 209054839  54213236 216553546
  63024250   4293936  72242359   6580269 226379402   7886166 209461073
 225781791 229814668   6063739 234753937 195241396 107288253  35146426
   1879422 247023802  91624895  37473387 250870384  21096631  36664645
 103575533   9383827 284974503   9539262  66524557  45430486 136238495
  32845166 298274140  34110621 292571220  57404824  41194865  25190201
  67002483  51052716  46638999  17334516 149669030   1298309 331345013
  72554641  35594166  73506376   1976755 301423544 136475015 351093370
 357179290 108448657 227623259  47452769 120054754  45832597 176541683
 245242148 407434843 119073714 413658527   7667724 421574436 427665968
   1739131  54039179 442176049  31083364 369958333   6510276 459169449
  35277582 199845545   9255308  54493777 241278252  65239113 391491519
  11472233 434485440 338095519 454962512]",8771
SchÃ¶nholz/Wilhelmsruh/Rosenthal,"[  3470183   9788030   6206246  48554991  65741956  87070021 129674043
 145915159 143758834  53211747 231988813  17721997 214044965 247668798
  41120852  47619590   9458179 120907361 219190447  47634500]",456
Siemensstadt,[152197298 201839696 177712632 130881517 224800977  54993242],20
Spandau Mitte,"[ 35502976  79430806   5850574 102979040  87228823 235406349 281318161
 102952767 325856414 129770901 271235180 345928540   9051982 438513826
 462896136 379706794]",335
SÃ¼dliche Friedrichstadt,"[   868242    728298    843326   2026414   1734792   2709580   3386222
   3509262   4252018   4852040   6300727   7660196   7148967  11701433
   5023680   6902038  17697820   5035540  19887236  20973585  21086574
  16489906  23410579  22746819  22878899  23818637  22944848  24327970
  14880099  23245207  24850145  27353364   9888032   9699051  33283840
  15462817   5870398  29944135  37254922   3515291  39596780  24479176
  40121503   3608594  43198232   1026477  21240834   4328532  48929254
    498957  50814368  40709854  51069713  22276081   8344366   7396328
  44230864  57757783  47890530  29286601  64136102  79875465  80293234
  16657244  22983765  61572570   7544745 100648429  99514456  13631332
   2374591  95132291  21642470  63019606  32131836 107393182  87442687
  53175788  21068565  15847695  12360153  81597564 134888659  28334404
 137127518  25988430 144898293 146503051  20146969   3973091 138966822
 152043224 150552459  73780357   2110953  44186418   2490335   6093732
  99462689  37397114 162057242 162242482 104822448  27647535  10392371
 167679954 167881332   7016883   5313338  62128610 174787262 117835572
  35088169  12124404 190133418  83068676  52413786 170212497  92980942
   2778480  26511885 110264231 175619053 212799157 141104498   8165043
 216867611 209203249  51713592  45585790 165957726 115790786 225256054
 225263350   9203861 234510969 190073525    342965  13446077 156046558
 239249936 248390574   3688425 248710868  62747694  13888955  35531782
  52183376 267316752 272784264  40216853  43920580 280649180 291570192
 291744065   1655228 295078228 298946460  63314427  35306439  27453143
 157008851  27850941 135447140  39333541 318408321 277288176 222088950
 161676733  29805927 130723111   3836170  16174535 366379786 246848849
 361307679   3248348  61083875   5213494 162561658 170518293  45734256
 122376981 401986350 337384011 407287162 408013857  29164259 139801844
 419052949 149575511  20063465  13615015 102318040  38380642   7790860
 112832941   1487238 376960858 436113749  83013384 250923850 256612121
 126610189 456406804    500636    893723 478391760 471480880 175463482
 476687589   7833218]",9182
Teltower Damm,"[ 13913604  23728686  26339060    719464  28952998  30360327  53321230
  56162819  29111884 134056490 137624537  65046030 147616944  35984762
   4570719 166176451 206354995 210270223 235201790  86478533  15750461
 282733283 317594391 179514965 354594790 389180245 132422109  10243739
 472707053 458715091  13896219 288338759  27522640  49848496  15714738
  90569175    131973 439552132 281343119  70396721 252498808  52022975
   9228716  20144920 350317605  68225245  21864436 303167669  98791830
 185817402 117123606 191108799  57881049  31713911  91660827]",1766
Tempelhof,"[  2524654   4839410   7350493   5520073   7464895  10039278  17670857
  13868464  19498962  14496460  28603116  29562740  22121404  35457144
  34729204    999330  38025703  39257044  39152545  40281005  41093498
  41687573    909226  33405965  25449632  48422365  24757938  54307874
  13105766  36606075  23453399  45754389   1823098   8912086  12200221
  36461891  77439052  14261109  73996689   8102035  90304414   1199044
   5582563  45739980  82238994  27819916 124858689 129989222  22645239
 116059506   5721756  40024358 136620375 145535056   5266706 115360418
  23099078 161127590  80847258 133528978 163465168  63334383 169450739
  22845800  20758180  48155013 133340583 185478541   3657914   1955015
   3162574  11092437  36147033 189765633  48853122  51197882   3562316
 212873823  11209321 187082499  29147575  45974421 126642425 237199104
 159842798   1496069 249039927 249851890  14180440 258959731 264047260
 263379944  13445553 263663534 235904998 266028804 263427438 158688230
 274202606 209327933 160821265 279428871 285214489  29372361 120138490
 296797709 136027273 300732503 227122628 305459302  24578399  10783994
  83813372 308888253   1191738  99404159 104868727 330804284  30343078
   5420949 336568993   8322880 329885190  77099099 366090919 373598010
 380543396   1312522 404622666 268631508 312256965 409674805 296088435
 325563964 192725946   2540089 253593119 312333593 210865925   8388305
   2099340 258848436  16029676 460938761 459436266 452544785  74608648]",4464
